Станция,Дата,Сред,Мин,soil_tempСред,soil_tempМакс,soil_tempМин,air_tempСред,air_tempМакс,air_tempМин,pressureНа ур.станц.,pressureНа ур.моря,dew_pointМин,snezhnСт.покр.,"snezhnВысота,см",def_nasСред,def_nasМакс,osadkiСумма,windСред,windМакс. из 8 срок,windАбс.макс.,part_pressСред
Екидин,2016-02-01 00:00:00,87,82,-7,-5,-9,-7.5,-4.1,-8.8,999.5,1027.0,-10.3,10.0,23,0.44,0.63,1.1,3.8,7,11,3.04
Екидин,2016-02-02 00:00:00,81,73,-11,-7,-15,-10.5,-7.1,-14.0,1005.7,1033.6,-15.9,10.0,24,0.57,0.92,0.2,2.4,4,6,2.24
Екидин,2016-02-03 00:00:00,78,75,-10,-6,-15,-9.9,-4.9,-14.6,1001.9,1029.7,-16,10.0,24,0.65,1.03,,4.9,8,11,2.32
Екидин,2016-02-04 00:00:00,87,78,-4,-1,-8,-3.1,-0.6,-7.3,994.3,1021.1,-8,10.0,22,0.59,0.93,0.6,10.0,16,20,4.3
Екидин,2016-02-05 00:00:00,88,81,-1,0,-1,0.5,1.2,-0.9,995.4,1021.9,-2,10.0,20,0.8,1.26,0.4,8.6,11,16,5.53
Екидин,2016-02-06 00:00:00,76,69,-2,0,-4,-0.4,1.2,-2.8,995.5,1022.1,-5.8,10.0,19,1.4,2.0,,7.3,10,14,4.54
Екидин,2016-02-07 00:00:00,73,68,-1,1,-2,0.4,1.9,-0.6,982.6,1008.8,-4.6,10.0,19,1.7,2.15,,6.3,9,13,4.59
Екидин,2016-02-08 00:00:00,82,78,-4,-1,-11,-4.3,0.3,-10.2,988.4,1015.2,-12.9,10.0,17,0.82,1.0,,5.0,8,11,3.73
Екидин,2016-02-09 00:00:00,80,72,-12,-7,-16,-12.1,-9.9,-14.7,1003.3,1031.4,-17.3,10.0,17,0.5,0.82,,2.4,4,7,1.95
Екидин,2016-02-10 00:00:00,75,69,-19,-12,-24,-18.6,-13.5,-23.0,1012.9,1042.0,-26.3,10.0,17,0.38,0.65,,2.4,4,5,1.1
Екидин,2016-02-11 00:00:00,73,68,-17,-9,-22,-16,-8.7,-20.5,1016.0,1044.8,-23.7,10.0,17,0.51,0.91,,5.0,6,7,1.35
Екидин,2016-02-12 00:00:00,72,68,-14,-6,-20,-14.5,-8.4,-19.0,1009.5,1038.0,-22,10.0,17,0.59,1.02,,4.4,5,8,1.5
Екидин,2016-02-13 00:00:00,72,66,-12,-6,-17,-11.5,-5.3,-15.6,1004.9,1032.9,-19.1,10.0,17,0.76,1.33,,2.1,4,6,1.89
Екидин,2016-02-14 00:00:00,72,60,-8,-4,-10,-7.7,-5,-9.8,1004.3,1031.9,-13.3,10.0,17,0.98,1.63,0.2,2.8,5,7,2.46
Екидин,2016-02-15 00:00:00,75,72,-13,-9,-17,-12.6,-7.6,-16.3,1004.3,1032.5,-19.6,10.0,17,0.6,0.74,0.0,3.4,5,7,1.78
Екидин,2016-02-16 00:00:00,75,72,-18,-11,-25,-18.4,-12.4,-22.8,1009.5,1038.4,-25.9,10.0,17,0.4,0.69,,3.0,4,6,1.11
Екидин,2016-02-17 00:00:00,74,63,-18,-10,-26,-18.1,-9.6,-25.1,1013.4,1042.4,-27.4,10.0,17,0.46,1.1,,1.3,3,4,1.14
Екидин,2016-02-18 00:00:00,71,68,-9,-4,-17,-8.5,-4.3,-15.6,1008.0,1035.8,-18.7,10.0,17,0.98,1.34,,5.4,8,13,2.37
Екидин,2016-02-19 00:00:00,65,53,-8,-2,-15,-7.3,-2.8,-13.0,1007.7,1035.4,-16.4,10.0,17,1.3,2.28,,3.4,6,8,2.29
Екидин,2016-02-20 00:00:00,63,54,-10,-2,-17,-8.8,-0.4,-17.0,1004.9,1032.6,-19.9,10.0,17,1.4,2.66,,2.3,3,7,2.08
Екидин,2016-02-21 00:00:00,65,56,-7,-1,-11,-6,0.2,-10.1,1003.6,1031.0,-14.4,10.0,17,1.5,2.67,,2.4,4,8,2.57
Екидин,2016-02-22 00:00:00,73,66,-8,-1,-14,-7.4,-1.1,-13.4,1006.9,1034.5,-16,10.0,17,1.1,1.88,,1.6,3,6,2.59
Екидин,2016-02-23 00:00:00,75,67,-5,0,-12,-3.8,3.1,-11.1,1004.4,1031.6,-13.8,10.0,17,1.3,2.45,0.3,3.4,7,10,3.67
Екидин,2016-02-24 00:00:00,74,68,-3,0,-8,-2,2.5,-7.3,1000.6,1027.5,-10,10.0,15,1.4,2.31,,2.5,5,9,3.98
Екидин,2016-02-25 00:00:00,71,64,-2,0,-4,0.9,4.4,-2.8,996.7,1023.2,-6.1,10.0,14,2.0,2.94,,3.9,6,9,4.66
Екидин,2016-02-26 00:00:00,70,64,-1,0,-2,2.6,4,1.2,988.3,1014.4,-3.9,10.0,13,2.2,2.74,,7.6,13,17,5.15
Екидин,2016-02-27 00:00:00,79,68,-1,0,-2,1.1,2.6,-1.2,1001.3,1027.9,-4.7,10.0,11,1.4,2.31,0.3,3.3,6,10,5.19
Екидин,2016-02-28 00:00:00,78,71,-1,0,-3,-0.7,0.7,-2.7,1009.8,1036.8,-6.3,8.0,6,1.3,1.84,,2.3,4,7,4.52
Екидин,2016-02-29 00:00:00,87,77,-1,0,-3,-0.3,2.4,-2.1,1003.4,1030.2,-4,8.0,5,0.81,1.68,,1.8,3,5,5.2
Екидин,2016-03-01 00:00:00,81,75,-3,-2,-4,-2,-0.9,-3.4,998.6,1025.5,-6.5,6.0,4,1.0,1.32,,3.4,5,8,4.29
Екидин,2016-03-02 00:00:00,75,68,-4,-2,-7,-3.3,-1.6,-5.8,1003.3,1030.4,-9.1,6.0,3,1.2,1.66,0.2,4.0,6,9,3.64
Екидин,2016-03-03 00:00:00,73,61,-6,0,-11,-5,-0.1,-10.2,1011.4,1038.9,-12.9,6.0,3,1.3,2.34,,3.6,8,11,3.05
Екидин,2016-03-04 00:00:00,69,57,-2,0,-7,-0.7,4.9,-6.1,1000.0,1026.8,-9.2,5.0,3,2.0,3.5,,2.3,4,11,4.0
Екидин,2016-03-05 00:00:00,73,55,-2,0,-7,0.2,6,-6.0,993.9,1020.4,-7.3,5.0,1,2.0,4.14,,1.5,3,6,4.47
Екидин,2016-03-06 00:00:00,70,60,0,0,-1,2.9,5.8,0.6,989.5,1015.6,-4.7,5.0,1,2.3,3.05,,2.9,5,9,5.27
Екидин,2016-03-07 00:00:00,73,68,0,0,0,3.5,7.1,1.5,992.8,1018.9,-2.8,4.0,0,2.2,3.16,,3.1,5,9,5.73
Екидин,2016-03-08 00:00:00,65,54,0,0,-1,3.7,6.5,1.7,997.6,1023.8,-4,4.0,0,2.9,4.33,,3.4,5,8,5.08
Екидин,2016-03-09 00:00:00,65,51,0,2,-2,3,7.8,0.0,996.8,1023.1,-4.7,0.0,0,2.8,5.1,,2.6,5,7,4.87
Екидин,2016-03-10 00:00:00,70,46,1,5,-2,3.4,10.2,-1.2,997.0,1023.3,-3.8,0.0,0,2.8,6.3,,1.5,4,6,5.28
Екидин,2016-03-11 00:00:00,74,57,0,4,-3,3.2,10.6,-2.3,996.9,1023.2,-3.7,0.0,0,2.4,5.2,,1.8,4,7,5.67
Екидин,2016-03-12 00:00:00,67,47,1,7,-3,3.7,11.6,-1.6,990.1,1016.2,-4.9,0.0,0,3.1,6.7,,3.3,6,8,5.24
Екидин,2016-03-13 00:00:00,75,63,2,3,0,3.4,6.3,1.2,980.4,1006.3,-3.1,0.0,0,2.0,3.28,,7.1,9,16,5.84
Екидин,2016-03-14 00:00:00,74,66,0,1,-2,0.2,1.9,-1.4,989.2,1015.6,-4.5,0.0,0,1.7,2.26,,4.4,6,9,4.58
Екидин,2016-03-15 00:00:00,76,60,0,6,-4,0.5,4,-3.3,989.4,1015.7,-4.9,0.0,0,1.7,3.15,,2.8,6,8,4.74
Екидин,2016-03-16 00:00:00,80,75,1,2,-1,1.8,4.4,-0.8,970.2,996.0,-4.5,0.0,0,1.4,1.68,1.0,10.8,15,26,5.62
Екидин,2016-03-17 00:00:00,78,68,-2,0,-3,-1.5,-0.3,-2.4,970.4,996.4,-6,0.0,0,1.2,1.88,0.6,9.6,12,18,4.26
Екидин,2016-03-18 00:00:00,82,66,-2,1,-3,-0.6,2.3,-2.1,978.8,1005.0,-4,10.0,2,1.1,2.41,0.8,7.3,9,14,4.8
Екидин,2016-03-19 00:00:00,82,74,0,4,-2,1.4,4.4,-1.1,984.7,1010.8,-3.6,5.0,1,1.2,1.78,0.7,6.8,8,14,5.62
Екидин,2016-03-20 00:00:00,66,43,7,17,1,7,12.4,2.8,989.0,1014.7,-0.8,0.0,0,4.0,8.1,,8.6,11,18,6.3
Екидин,2016-03-21 00:00:00,74,61,3,8,-4,3.7,9.6,-3.4,984.9,1010.8,-6.3,0.0,0,2.4,4.1,0.7,8.0,10,19,5.89
Екидин,2016-03-22 00:00:00,75,67,-3,2,-8,-3,1.5,-7.4,1001.2,1028.2,-10.7,0.0,0,1.3,2.13,,3.9,6,10,3.71
Екидин,2016-03-23 00:00:00,72,52,1,10,-6,1.3,7.4,-4.0,1000.3,1026.9,-5.8,0.0,0,2.3,4.9,,4.4,9,13,4.71
Екидин,2016-03-24 00:00:00,84,70,3,5,1,3.1,5.6,1.6,986.9,1012.9,-2.5,0.0,0,1.2,2.19,8.5,6.4,8,14,6.46
Екидин,2016-03-25 00:00:00,73,58,3,12,-2,1.9,6.9,-1.1,995.5,1021.8,-5.3,0.0,0,2.0,4.11,0.8,3.9,7,12,5.12
Екидин,2016-03-26 00:00:00,69,53,5,17,-2,5,13.3,-0.7,1001.0,1027.2,-4.1,0.0,0,3.3,6.8,,4.1,7,10,6.02
Екидин,2016-03-27 00:00:00,67,59,8,19,2,8.7,14.6,4.6,990.6,1016.2,-0.2,0.0,0,4.0,6.1,,6.4,8,13,7.61
Екидин,2016-03-28 00:00:00,75,62,10,20,5,10.4,16.4,5.8,981.8,1007.1,3.6,0.0,0,3.4,7.1,0.3,4.8,7,12,9.4
Екидин,2016-03-29 00:00:00,84,78,5,7,3,5.6,8.3,4.0,987.9,1013.7,1.8,0.0,0,1.5,2.4,0.0,2.4,4,8,7.6
Екидин,2016-03-30 00:00:00,77,65,7,12,4,6.8,10.9,4.0,989.3,1015.0,1.2,0.0,0,2.4,4.4,,3.6,7,11,7.57
Екидин,2016-03-31 00:00:00,86,76,9,14,5,9.4,12.5,7.1,981.2,1006.5,3.6,0.0,0,1.7,2.9,11.5,4.8,7,14,10.2
Екидин,2016-04-01 00:00:00,86,74,5,9,3,5.2,10.1,2.7,984.9,1010.7,0.4,0.0,0,1.2,2.18,4.1,5.5,6,10,7.68
Екидин,2016-04-02 00:00:00,87,82,4,7,1,4.3,7.2,1.8,988.6,1014.6,0,0.0,0,1.1,1.75,3.5,6.0,8,14,7.29
Екидин,2016-04-03 00:00:00,73,55,10,18,4,9.2,15.6,5.2,993.7,1019.4,2.3,0.0,0,3.6,7.6,,3.8,6,9,8.37
Екидин,2016-04-04 00:00:00,77,63,10,18,6,10.2,14.3,6.9,992.5,1018.0,4.6,0.0,0,3.1,5.9,1.4,3.8,8,13,9.6
Екидин,2016-04-05 00:00:00,82,68,6,11,3,7.1,10.4,3.9,987.0,1012.7,2.3,0.0,0,1.9,3.9,5.1,6.0,8,13,8.2
Екидин,2016-04-06 00:00:00,76,59,6,13,1,5.7,10.5,1.8,989.2,1015.1,-0.3,0.0,0,2.5,5.1,,6.4,10,17,6.86
Екидин,2016-04-07 00:00:00,78,65,5,12,2,5,7.3,2.8,986.1,1011.9,0.2,0.0,0,2.0,3.4,3.7,7.5,10,18,6.74
Екидин,2016-04-08 00:00:00,71,52,4,10,0,3.9,7.6,0.6,989.8,1015.8,-1.9,0.0,0,2.6,4.9,,4.6,6,13,5.63
Екидин,2016-04-09 00:00:00,69,52,7,16,1,5.2,9.5,1.8,996.4,1022.5,-1.6,0.0,0,3.0,5.6,,2.5,4,8,5.94
Екидин,2016-04-10 00:00:00,70,44,7,18,-2,6.6,13.6,-0.9,1002.0,1028.1,-1.7,0.0,0,3.8,8.5,,3.8,7,12,6.58
Екидин,2016-04-11 00:00:00,63,34,12,21,6,10.9,17,6.8,997.8,1023.4,0.4,0.0,0,5.4,12.3,,3.6,6,9,7.9
Екидин,2016-04-12 00:00:00,68,43,12,24,3,10.4,18.2,5.4,994.4,1020.0,1.7,0.0,0,4.9,11.7,,3.3,6,10,8.32
Екидин,2016-04-13 00:00:00,67,48,14,28,2,10.6,17,4.3,996.8,1022.5,2.4,0.0,0,4.9,9.6,,2.3,4,8,8.4
Екидин,2016-04-14 00:00:00,66,38,14,31,3,12.1,20.7,4.7,997.7,1023.2,3,0.0,0,6.3,15.0,,1.9,4,7,8.9
Екидин,2016-04-15 00:00:00,58,44,15,28,8,13.7,19.1,8.7,996.5,1021.8,4.1,0.0,0,7.1,12.1,,5.6,10,16,8.9
Екидин,2016-04-16 00:00:00,55,38,19,37,7,15.7,23.2,9.4,990.4,1015.4,4.6,0.0,0,9.1,17.2,,3.5,5,7,9.6
Екидин,2016-04-17 00:00:00,57,38,19,38,4,15.7,25.7,5.8,986.5,1011.4,1.1,0.0,0,9.4,19.9,,4.4,8,12,9.9
Екидин,2016-04-18 00:00:00,65,60,19,30,13,17.3,22.3,14.1,985.3,1010.0,8.1,0.0,0,7.1,9.8,,5.0,8,13,12.9
Екидин,2016-04-19 00:00:00,77,65,16,23,13,14.5,19.9,13.1,987.8,1012.8,8.9,0.0,0,3.9,6.2,0.7,6.0,10,15,12.7
Екидин,2016-04-20 00:00:00,70,54,16,31,6,13.8,19.6,7.9,988.6,1013.8,5.3,0.0,0,5.3,10.1,,5.5,8,14,10.9
Екидин,2016-04-21 00:00:00,73,55,15,28,8,13.7,19.6,9.3,987.3,1012.3,6.1,0.0,0,4.6,9.4,1.0,5.6,9,14,11.4
Екидин,2016-04-22 00:00:00,64,39,19,37,6,13.8,20.6,6.9,991.3,1016.5,5.1,0.0,0,6.9,14.3,,2.1,3,8,9.6
Екидин,2016-04-23 00:00:00,68,50,14,28,5,12.5,20.8,6.7,990.2,1015.5,3.8,0.0,0,5.6,11.8,,3.9,9,13,9.6
Екидин,2016-04-24 00:00:00,68,37,15,30,3,10.4,16.8,4.3,997.1,1022.7,1.3,0.0,0,5.0,11.8,2.7,2.9,5,9,8.0
Екидин,2016-04-25 00:00:00,60,34,16,34,5,11.4,17.8,5.8,1000.0,1025.7,1.3,0.0,0,6.3,13.0,,2.0,4,9,7.6
Екидин,2016-04-26 00:00:00,58,33,16,36,1,10.5,19,1.5,998.3,1024.0,-2.2,0.0,0,6.7,13.9,,3.1,4,9,6.9
Екидин,2016-04-27 00:00:00,58,33,16,36,2,11.2,18.7,3.0,993.3,1018.8,1.2,0.0,0,6.7,13.9,,2.6,4,9,7.3
Екидин,2016-04-28 00:00:00,56,34,15,34,3,10.3,18.5,4.3,991.7,1017.2,0.2,0.0,0,6.5,13.0,,3.4,6,13,6.7
Екидин,2016-04-29 00:00:00,55,38,16,35,1,10.4,16.7,2.2,996.4,1022.0,-1.6,0.0,0,6.5,11.1,,4.1,5,12,6.6
Екидин,2016-04-30 00:00:00,51,30,17,36,2,11.8,18.9,3.4,1000.9,1026.5,-0.9,0.0,0,7.8,14.4,,4.9,6,14,6.7
Екидин,2016-05-01 00:00:00,47,35,15,26,8,12.8,17.5,8.6,992.1,1017.4,1.1,0.0,0,8.1,12.5,,5.4,7,10,6.9
Екидин,2016-05-02 00:00:00,52,37,17,30,8,13.7,19.1,9.0,989.8,1014.9,2.3,0.0,0,8.1,13.4,,2.1,3,8,7.9
Екидин,2016-05-03 00:00:00,50,32,17,37,4,11.7,17.5,5.0,995.7,1021.2,-0.2,0.0,0,7.5,13.3,,5.5,8,11,6.6
Екидин,2016-05-04 00:00:00,49,34,14,28,6,11.4,15.7,6.8,991.1,1016.5,-0.5,0.0,0,7.2,11.3,,4.4,7,10,6.5
Екидин,2016-05-05 00:00:00,53,33,18,40,2,11.9,19.1,2.1,988.9,1014.2,-0.8,0.0,0,7.8,14.5,,1.5,3,8,7.0
Екидин,2016-05-06 00:00:00,50,32,17,32,4,13.1,20.5,4.7,990.9,1016.2,-0.2,0.0,0,8.7,15.6,0.0,2.4,4,11,7.3
Екидин,2016-05-07 00:00:00,53,32,18,31,8,15.5,23.9,8.8,986.3,1011.2,1.3,0.0,0,9.5,19.2,0.4,5.3,8,14,9.1
Екидин,2016-05-08 00:00:00,63,35,16,24,9,14.2,21.2,9.7,985.0,1009.9,3.2,0.0,0,6.6,14.3,,6.1,9,14,9.8
Екидин,2016-05-09 00:00:00,63,46,10,21,1,8,15.3,1.9,994.3,1020.0,-1.4,0.0,0,4.2,7.8,,2.4,4,8,6.8
Екидин,2016-05-10 00:00:00,54,31,17,40,0,10.7,19,0.6,996.6,1022.2,-2,0.0,0,7.1,13.9,,2.5,5,10,6.6
Екидин,2016-05-11 00:00:00,56,39,16,30,3,14.4,23.8,4.8,991.5,1016.6,-0.2,0.0,0,8.5,14.9,0.7,5.8,8,15,9.3
Екидин,2016-05-12 00:00:00,50,28,19,40,2,14.2,23.5,2.5,994.8,1020.0,-0.7,0.0,0,10.1,19.7,,1.6,3,6,7.5
Екидин,2016-05-13 00:00:00,45,25,22,41,7,17.5,26.8,7.1,990.5,1015.3,1.5,0.0,0,13.6,25.3,,2.9,5,8,8.3
Екидин,2016-05-14 00:00:00,44,27,23,40,9,19.3,27.5,9.5,981.5,1006.0,3.6,0.0,0,14.5,25.3,0.3,4.0,6,16,9.1
Екидин,2016-05-15 00:00:00,66,51,16,25,10,14.8,20,11.0,978.5,1003.2,5,0.0,0,5.9,9.4,3.1,4.1,6,14,11.1
Екидин,2016-05-16 00:00:00,72,62,10,20,7,8.8,16.4,6.7,986.1,1011.6,1.3,0.0,0,3.1,4.1,,5.8,7,10,8.3
Екидин,2016-05-17 00:00:00,58,36,14,32,0,9.4,16.9,0.3,993.5,1019.1,-1.9,0.0,0,6.1,11.8,,5.1,8,13,6.5
Екидин,2016-05-18 00:00:00,49,31,18,38,1,12.2,20.1,2.4,1000.1,1025.6,-2.3,0.0,0,8.6,15.8,,5.0,8,13,6.7
Екидин,2016-05-19 00:00:00,48,27,22,40,6,16.2,24.7,6.8,1003.4,1028.7,1.7,0.0,0,11.7,21.4,,4.1,6,11,8.2
Екидин,2016-05-20 00:00:00,42,29,25,41,9,19.9,26.8,11.8,1002.3,1027.2,3.4,0.0,0,15.1,24.4,,6.4,8,14,9.3
Екидин,2016-05-21 00:00:00,44,28,25,43,10,19.8,27.2,12.4,998.2,1023.1,4,0.0,0,14.2,24.6,,6.0,8,13,9.8
Екидин,2016-05-22 00:00:00,43,31,25,42,10,21.2,29.5,12.2,992.9,1017.5,5.1,0.0,0,16.0,26.4,,6.8,10,17,10.4
Екидин,2016-05-23 00:00:00,38,25,23,37,13,21.7,27.5,15.1,987.5,1011.9,4.6,0.0,0,17.1,25.2,,7.3,9,16,9.4
Екидин,2016-05-24 00:00:00,49,30,24,42,14,21.4,28,15.0,986.6,1011.0,7,0.0,0,14.4,25.8,1.3,5.0,7,12,11.9
Екидин,2016-05-25 00:00:00,48,26,25,47,10,21.5,30.8,11.5,984.2,1008.5,7,0.0,0,16.3,30.5,,3.1,6,16,11.4
Екидин,2016-05-26 00:00:00,45,26,27,50,12,21.7,30.4,14.1,984.1,1008.5,3.4,0.0,0,15.7,29.8,0.3,3.9,7,14,11.5
Екидин,2016-05-27 00:00:00,47,25,26,49,9,20.3,29.6,10.1,988.6,1013.2,5,0.0,0,15.0,29.5,0.3,2.8,5,14,10.4
Екидин,2016-05-28 00:00:00,50,28,28,51,13,21.2,29.9,13.1,990.2,1014.7,8,0.0,0,15.1,28.2,,2.4,4,11,11.6
Екидин,2016-05-29 00:00:00,48,30,29,50,11,21.9,29.4,12.4,989.0,1013.5,8,0.0,0,16.0,26.9,,2.9,6,11,11.9
Екидин,2016-05-30 00:00:00,58,36,29,50,12,21.3,28.5,13.3,984.9,1009.3,9,0.0,0,11.8,23.1,2.4,2.5,5,13,14.4
Екидин,2016-05-31 00:00:00,58,38,24,44,12,18.8,24,13.2,982.1,1006.7,6.8,0.0,0,9.8,16.2,,4.6,9,14,12.2
Екидин,2016-06-01 00:00:00,47,34,21,39,8,15.4,20.7,9.3,988.7,1013.7,1.5,0.0,0,9.9,15.6,,5.3,6,13,8.1
Екидин,2016-06-02 00:00:00,50,33,20,39,10,16.3,23.3,11.2,988.7,1013.6,2.3,0.0,0,10.0,18.0,,6.6,9,14,9.0
Екидин,2016-06-03 00:00:00,48,28,27,54,11,20,29.7,12.4,980.9,1005.3,5.1,0.0,0,14.1,29.2,,5.6,9,13,10.7
Екидин,2016-06-04 00:00:00,44,28,27,46,15,22.7,29.3,15.1,978.9,1003.1,7.8,0.0,0,17.0,27.9,,6.1,10,17,11.5
Екидин,2016-06-05 00:00:00,51,30,23,38,9,18,25.7,9.6,984.5,1009.1,4.8,0.0,0,11.4,20.0,,5.3,8,14,10.0
Екидин,2016-06-06 00:00:00,51,30,25,46,10,19.6,27.5,9.6,989.2,1013.8,4.5,0.0,0,13.4,24.9,,1.4,2,6,11.0
Екидин,2016-06-07 00:00:00,53,37,24,35,19*,21.5,26,19.4,985.4,1009.7,*  6.8,0.0,0,12.3,20.9,0.3,4.8,6,12,13.5
Екидин,2016-06-08 00:00:00,68,39,24,38,14,21,28.2,15.1,981.6,1005.9,12.1,0.0,0,9.9,22.6,7.7,3.5,5,11,16.0
Екидин,2016-06-09 00:00:00,50,28,29,49,14,23.7,30.7,15.4,983.6,1007.7,9.8,0.0,0,17.0,30.7,,1.5,3,7,13.6
Екидин,2016-06-10 00:00:00,54,29,29,45,17,23.9,31.1,17.6,984.2,1008.3,10.4,0.0,0,15.8,30.6,0.4,2.5,8,11,15.0
Екидин,2016-06-11 00:00:00,59,40,22,30,14,20.9,27.6,14.9,981.6,1005.9,8.5,0.0,0,10.8,18.5,21.4,5.4,8,14,14.3
Екидин,2016-06-12 00:00:00,53,27,22,35,11,18.5,24.5,12.3,984.3,1009.0,4.3,0.0,0,11.3,21.9,,5.3,8,12,10.7
Екидин,2016-06-13 00:00:00,50,30,25,42,10,20.8,28,12.9,984.2,1008.6,7.8,0.0,0,14.3,25.8,,4.3,8,14,11.4
Екидин,2016-06-14 00:00:00,49,29,26,45,12,21.7,29.1,12.7,987.1,1011.5,8.1,0.0,0,15.4,27.5,,2.4,3,10,11.8
Екидин,2016-06-15 00:00:00,45,28,27,42,14,22.9,28.2,15.6,989.9,1014.2,7.4,0.0,0,16.6,26.4,,3.9,8,13,12.1
Екидин,2016-06-16 00:00:00,45,27,28,45,12,21.8,28.8,13.2,989.5,1014.0,7.6,0.0,0,16.2,28.1,,3.4,6,9,11.1
Екидин,2016-06-17 00:00:00,45,26,29,47,14,23.2,30.5,14.4,988.5,1012.8,8.1,0.0,0,17.8,31.3,,2.1,6,12,12.0
Екидин,2016-06-18 00:00:00,47,29,24,38,11,19.8,28.2,12.1,990.7,1015.3,4.8,0.0,0,13.2,21.2,,4.0,6,11,10.3
Екидин,2016-06-19 00:00:00,47,29,27,46,11,20.6,27.8,12.3,994.2,1018.9,6.4,0.0,0,14.5,25.6,,3.4,6,10,10.8
Екидин,2016-06-20 00:00:00,44,30,27,46,12,21.1,27,13.1,992.9,1017.5,6.8,0.0,0,15.4,23.6,,3.0,4,10,10.6
Екидин,2016-06-21 00:00:00,46,29,27,48,13,21.2,28.2,13.5,991.7,1016.2,7.1,0.0,0,15.4,26.6,,4.5,7,12,11.0
Екидин,2016-06-22 00:00:00,49,28,25,42,11,20.9,27.7,11.5,991.4,1015.9,7,0.0,0,14.5,26.2,1.4,3.1,6,14,11.4
Екидин,2016-06-23 00:00:00,52,28,27,48,11,21.7,30,12.3,989.8,1014.3,8,0.0,0,14.8,28.2,,2.9,6,14,12.5
Екидин,2016-06-24 00:00:00,55,25,24,42,13,21.8,31.6,14.2,984.6,1008.9,8.2,0.0,0,14.1,33.5,0.6,3.4,6,12,13.5
Екидин,2016-06-25 00:00:00,61,46,26,38,19,23.2,27.5,19.4,981.2,1005.3,12.9,0.0,0,11.4,17.3,2.3,4.9,7,17,17.2
Екидин,2016-06-26 00:00:00,74,66,17,24,14,15.8,24.7,14.0,981.3,1006.1,9.7,0.0,0,4.7,7.2,3.1,4.1,7,12,13.2
Екидин,2016-06-27 00:00:00,64,44,18,30,9,16.2,22.6,9.5,983.0,1007.8,6.8,0.0,0,7.8,14.9,,3.1,6,14,11.3
Екидин,2016-06-28 00:00:00,62,38,18,24,12,17.9,23.6,13.0,979.3,1003.9,8,0.0,0,8.5,17.6,1.1,6.4,9,18,12.4
Екидин,2016-06-29 00:00:00,62,35,24,41,14,18.8,24.1,15.2,977.9,1002.3,6.7,0.0,0,9.2,18.9,1.7,5.6,8,13,12.8
Екидин,2016-06-30 00:00:00,51,33,24,45,11,18.8,25.3,12.2,981.4,1005.9,6.7,0.0,0,11.7,20.4,,2.8,4,9,10.6
Екидин,2016-07-01 00:00:00,49,32,24,42,12,19.8,25.4,13.1,979.0,1003.3,7.1,0.0,0,12.9,21.6,,3.5,6,12,11.0
Екидин,2016-07-02 00:00:00,55,37,23,42,12,19.5,25.5,13.2,977.5,1001.9,8.4,0.0,0,11.3,19.7,0.3,3.8,6,11,12.1
Екидин,2016-07-03 00:00:00,62,45,25,42,14,19.3,23.5,14.7,978.9,1003.3,9.9,0.0,0,9.3,15.0,,3.6,7,11,13.4
Екидин,2016-07-04 00:00:00,54,36,26,45,12,20.5,26.4,13.1,978.4,1002.7,9.7,0.0,0,12.4,21.2,,2.6,5,11,12.5
Екидин,2016-07-05 00:00:00,50,30,29,49,14,21.8,28.8,14.6,979.0,1003.2,8.6,0.0,0,14.8,26.6,,2.9,6,11,12.5
Екидин,2016-07-06 00:00:00,50,34,29,48,15,22.2,28.5,15.2,982.7,1006.9,9.7,0.0,0,14.5,23.5,,3.3,6,14,13.0
Екидин,2016-07-07 00:00:00,50,27,29,48,13,24.4,33,13.9,986.4,1010.5,9.7,0.0,0,18.8,35.3,,0.9,2,5,14.0
Екидин,2016-07-08 00:00:00,54,34,32,53,20,26.7,33,20.1,985.8,1009.7,12.3,0.0,0,17.8,32.1,14.8,2.9,7,11,18.2
Екидин,2016-07-09 00:00:00,48,28,32,52,16,25.2,31.4,17.1,986.8,1010.9,10.3,0.0,0,18.9,32.2,,2.1,4,10,14.3
Екидин,2016-07-10 00:00:00,41,24,33,56,16,27.3,35.6,17.6,984.7,1008.6,10.2,0.0,0,24.7,41.7,,2.0,3,8,13.7
Екидин,2016-07-11 00:00:00,38,22,36,56,23,29.9,37,23.6,983.5,1007.2,11.2,0.0,0,28.3,46.7,,1.9,4,10,15.1
Екидин,2016-07-12 00:00:00,32,22,35,54,24*,31.7,38.4,25.1,981.9,1005.4,* 10.3,0.0,0,33.5,50.5,,7.1,10,17,14.4
Екидин,2016-07-13 00:00:00,50,29,30,49,19,25.1,32.2,20.0,983.3,1007.3,9,0.0,0,17.4,29.8,2.9,2.4,3,11,15.1
Екидин,2016-07-14 00:00:00,51,31,28,47,15,22.8,28.4,16.4,981.4,1005.5,8.8,0.0,0,14.7,25.4,,3.4,7,13,13.6
Екидин,2016-07-15 00:00:00,55,28,29,48,13,22.9,31.3,14.1,982.0,1006.2,9.9,0.0,0,14.8,31.4,9.8,4.0,9,13,14.5
Екидин,2016-07-16 00:00:00,61,27,23,33,16,22.5,29.1,16.8,979.7,1003.8,7.7,0.0,0,12.8,27.7,,3.6,8,9,15.4
Екидин,2016-07-17 00:00:00,71,53,20,24,17,19.7,25.7,17.6,976.3,1000.5,11.3,0.0,0,6.8,12.5,3.8,2.1,6,7,16.2
