Станция,Дата,Сред,Мин,soil_tempСред,soil_tempМакс,soil_tempМин,air_tempСред,air_tempМакс,air_tempМин,pressureНа ур.станц.,pressureНа ур.моря,dew_pointМин,snezhnСт.покр.,"snezhnВысота,см",def_nasСред,def_nasМакс,osadkiСумма,windСред,windМакс. из 8 срок,windАбс.макс.,part_pressСред
Екидин,2015-08-22 00:00:00,52,26,23,45,12,16.2,21.3,12.4,988.3,1013.2,0.9,0.0,0,9.6,18.2,,3.9,5,10,9.2
Екидин,2015-08-23 00:00:00,42,25,24,48,9,18.8,27.4,9.7,987.8,1012.5,1.7,0.0,0,14.5,26.2,,5.0,8,13,8.7
Екидин,2015-08-24 00:00:00,55,36,24,45,11,18.6,24.8,12.9,983.3,1007.9,4.3,0.0,0,10.4,19.3,9.4,2.5,6,14,11.6
Екидин,2015-08-25 00:00:00,74,68,11,16,9,10.8,16.2,9.5,981.6,1006.8,4.8,0.0,0,3.4,4.2,4.5,5.1,7,12,9.6
Екидин,2015-08-26 00:00:00,62,37,13,20,7,11.2,15.8,7.6,986.9,1012.2,0.6,0.0,0,5.6,11.2,,2.4,5,9,7.9
Екидин,2015-08-27 00:00:00,59,33,16,38,3,12.6,21.7,4.0,994.1,1019.4,1.8,0.0,0,7.7,16.6,,2.0,4,6,8.0
Екидин,2015-08-28 00:00:00,54,27,19,42,5,15.7,25.6,6.3,996.2,1021.3,3.1,0.0,0,10.6,22.7,,2.3,3,12,8.8
Екидин,2015-08-29 00:00:00,43,25,22,43,10,20.4,29.7,10.9,992.2,1016.8,3.6,0.0,0,16.5,30.1,,5.3,9,16,9.5
Екидин,2015-08-30 00:00:00,35,22,24,38,16,23.7,30.2,17.8,987.5,1011.8,5.1,0.0,0,20.3,32.1,,6.0,10,17,9.9
Екидин,2015-08-31 00:00:00,39,25,24,40,18,22.3,27.6,17.8,982.6,1006.9,5.1,0.0,0,17.1,27.1,,4.0,7,11,10.2
Екидин,2015-09-01 00:00:00,53,38,19,38,10,16.2,22.5,11.1,982.3,1007.1,4,0.0,0,9.3,16.2,,3.3,5,10,9.6
Екидин,2015-09-02 00:00:00,50,36,16,39,3,12.6,20.6,4.0,984.7,1009.8,-1.5,0.0,0,8.3,15.0,,2.0,4,9,7.3
Екидин,2015-09-03 00:00:00,46,32,18,35,9,14.6,19.3,10.0,987.8,1012.9,1.5,0.0,0,9.5,14.9,,1.5,4,8,7.4
Екидин,2015-09-04 00:00:00,48,31,18,41,7,15.2,24.4,7.9,993.3,1018.5,2.3,0.0,0,10.4,19.8,,2.5,4,7,7.9
Екидин,2015-09-05 00:00:00,40,25,18,32,9,17.5,25.4,11.1,998.3,1023.3,0.4,0.0,0,13.4,23.8,,4.0,6,11,7.7
Екидин,2015-09-06 00:00:00,43,28,19,35,9,16.7,25.1,9.4,999.7,1024.8,1.7,0.0,0,11.9,21.5,,3.1,6,13,8.0
Екидин,2015-09-07 00:00:00,51,25,18,23,15,19.2,24.5,15.6,997.3,1022.1,2.3,0.0,0,11.9,22.2,0.4,3.9,8,14,10.8
Екидин,2015-09-08 00:00:00,46,29,24,49,10,22.3,33.7,11.4,995.9,1020.4,5.1,0.0,0,18.1,36.4,,2.0,3,8,11.9
Екидин,2015-09-09 00:00:00,39,23,26,48,13,24.1,35.4,13.2,998.3,1022.8,4.6,0.0,0,22.3,43.0,,1.9,2,6,10.9
Екидин,2015-09-10 00:00:00,39,22,27,49,14,25.2,35.6,15.4,994.9,1019.2,6.2,0.0,0,23.0,43.5,,3.0,4,10,11.7
Екидин,2015-09-11 00:00:00,46,31,23,36,15,21.4,28.5,15.9,986.2,1010.6,7.8,0.0,0,14.7,26.2,,5.0,7,13,11.5
Екидин,2015-09-12 00:00:00,59,42,15,26,11,13.9,20.7,11.9,989.4,1014.5,2.7,0.0,0,6.7,10.0,,6.5,8,12,9.2
Екидин,2015-09-13 00:00:00,60,47,12,25,1,9.4,16.5,1.5,996.7,1022.4,-2.7,0.0,0,5.4,9.5,,3.6,7,13,7.0
Екидин,2015-09-14 00:00:00,54,35,16,37,2,11.1,18.6,4.0,1000.3,1026.0,-0.8,0.0,0,7.0,13.6,,2.3,5,9,6.9
Екидин,2015-09-15 00:00:00,52,28,17,38,2,12.5,22,3.6,1001.5,1027.0,-1.1,0.0,0,8.7,18.4,,2.3,3,9,7.1
Екидин,2015-09-16 00:00:00,47,31,17,38,4,14,22.6,5.0,997.2,1022.5,-0.9,0.0,0,10.1,18.3,,1.9,3,7,7.2
Екидин,2015-09-17 00:00:00,51,36,19,41,8,16.1,25,9.7,992.8,1017.8,3,0.0,0,10.4,19.4,,1.5,3,6,9.0
Екидин,2015-09-18 00:00:00,50,38,20,36,11,16.6,22.6,12.0,993.4,1018.4,4.6,0.0,0,10.3,16.6,,2.9,4,7,9.2
Екидин,2015-09-19 00:00:00,59,40,14,26,4,12.8,20.1,5.8,991.7,1017.0,1.5,0.0,0,6.8,13.7,,3.0,6,12,8.7
Екидин,2015-09-20 00:00:00,57,34,20,33,12,18.2,26,13.0,986.9,1011.6,7.3,0.0,0,10.2,21.1,,5.0,8,13,11.5
Екидин,2015-09-21 00:00:00,73,47,16,28,9,14.3,23.1,10.8,989.5,1014.6,2.1,0.0,0,4.5,9.8,3.3,3.8,7,13,11.9
Екидин,2015-09-22 00:00:00,62,41,13,34,1,8.7,16.2,1.6,999.8,1025.7,-1.2,0.0,0,5.0,10.4,,1.3,3,6,6.79
Екидин,2015-09-23 00:00:00,55,38,16,38,3,11.1,19.3,3.9,1000.7,1026.3,-0.9,0.0,0,7.0,13.5,,1.6,3,8,7.0
Екидин,2015-09-24 00:00:00,58,42,14,28,6,12.5,19.6,6.6,999.9,1025.4,0.4,0.0,0,6.7,12.4,0.3,1.6,6,9,8.3
Екидин,2015-09-25 00:00:00,64,33,16,36,5,12.6,20.3,4.8,998.3,1023.7,1.9,0.0,0,6.7,15.5,,1.6,3,6,8.7
Екидин,2015-09-26 00:00:00,51,35,16,36,4,12.3,19.8,5.0,996.4,1021.9,0.1,0.0,0,8.0,14.6,,2.1,3,6,7.1
Екидин,2015-09-27 00:00:00,48,36,14,29,6,11.5,16.1,7.1,999.9,1025.5,-1.7,0.0,0,7.4,11.3,,5.6,9,12,6.4
Екидин,2015-09-28 00:00:00,48,34,12,36,-1,8.6,17.8,-0.5,1008.4,1034.5,-5.7,0.0,0,7.0,13.0,,1.8,6,9,5.19
Екидин,2015-09-29 00:00:00,48,31,12,36,-1,8.9,19.3,-0.2,1010.4,1036.5,-6.5,0.0,0,7.5,14.4,,1.0,2,5,5.31
Екидин,2015-09-30 00:00:00,46,31,15,36,3,13.1,23.9,4.2,1004.8,1030.4,-2.4,0.0,0,9.8,19.7,,1.8,3,7,6.8
Екидин,2015-10-01 00:00:00,55,36,16,39,4,13.4,24.1,4.4,993.1,1018.4,0.6,0.0,0,8.6,18.3,,1.6,4,8,8.2
Екидин,2015-10-02 00:00:00,47,32,14,31,4,12.2,20.8,4.9,987.8,1013.1,-1.6,0.0,0,8.6,16.0,,4.0,5,10,6.5
Екидин,2015-10-03 00:00:00,57,49,13,26,5,11.3,16.3,6.2,980.1,1005.2,-4,0.0,0,5.8,8.3,,7.9,11,16,7.8
Екидин,2015-10-04 00:00:00,63,57,13,17,9,12.6,15,9.6,978.1,1003.0,3,0.0,0,5.4,7.0,,8.8,12,16,9.3
Екидин,2015-10-05 00:00:00,60,46,9,27,-1,5.5,10.6,0.3,998.8,1025.0,-3.8,0.0,0,3.8,6.8,,4.0,6,9,5.38
Екидин,2015-10-06 00:00:00,56,40,8,29,-4,5,15.3,-3.0,1000.7,1026.9,-7.1,0.0,0,4.8,10.1,,3.4,5,8,4.84
Екидин,2015-10-07 00:00:00,52,35,10,30,-2,8.4,20.3,-1.4,989.5,1015.1,-6.5,0.0,0,6.9,14.9,,2.9,5,9,5.74
Екидин,2015-10-08 00:00:00,50,36,14,29,1,14,26.3,2.3,981.2,1006.1,-3.2,0.0,0,10.3,20.6,,4.5,8,15,8.1
Екидин,2015-10-09 00:00:00,60,45,11,21,1,8.4,22.3,1.6,986.3,1011.8,-6.9,0.0,0,4.9,10.8,,4.9,7,14,7.33
Екидин,2015-10-10 00:00:00,60,46,2,20,-7,-0.1,8.1,-6.2,996.4,1023.1,-10.1,0.0,0,2.8,5.5,,1.6,4,6,3.65
Екидин,2015-10-11 00:00:00,57,40,3,18,-7,2,10,-6.2,996.0,1022.4,-9.3,0.0,0,3.7,7.2,,1.0,3,6,3.91
Екидин,2015-10-12 00:00:00,57,43,4,18,-6,2.1,8.7,-5.2,993.6,1020.0,-9.8,0.0,0,3.6,6.2,,3.4,6,12,3.99
Екидин,2015-10-13 00:00:00,63,45,2,19,-6,-0.9,5.3,-5.3,993.9,1020.6,-9.4,0.0,0,2.3,4.23,,4.8,6,12,3.55
Екидин,2015-10-14 00:00:00,65,48,2,18,-6,0.3,6.6,-5.9,1001.7,1028.4,-8.3,0.0,0,2.5,5.0,,3.5,5,10,3.94
Екидин,2015-10-15 00:00:00,63,44,2,24,-9,0.4,9.4,-8.2,1006.2,1033.0,-11.4,0.0,0,2.9,6.3,,2.0,3,7,3.91
Екидин,2015-10-16 00:00:00,59,41,2,14,-7,1.8,10.3,-6.2,999.0,1025.5,-9.6,0.0,0,3.6,7.3,,1.3,3,6,3.99
Екидин,2015-10-17 00:00:00,51,42,7,20,0,5.4,10.5,0.4,995.1,1021.1,-6.5,0.0,0,4.6,7.2,,2.4,3,8,4.53
Екидин,2015-10-18 00:00:00,60,47,6,15,2,5.8,11.4,3.0,997.1,1023.2,-3.4,0.0,0,3.9,7.1,,4.5,9,15,5.5
Екидин,2015-10-19 00:00:00,63,57,7,17,3,6.4,10.9,3.8,996.1,1022.1,-2,0.0,0,3.7,5.5,,6.9,11,16,6.08
Екидин,2015-10-20 00:00:00,66,55,6,12,2,6.3,10.2,2.9,989.1,1014.9,-1.2,0.0,0,3.3,5.5,,9.1,15,21,6.3
Екидин,2015-10-21 00:00:00,84,67,3,7,-4,3.3,7.3,-3.7,975.7,1001.5,-4.7,0.0,0,1.3,2.47,9.7,7.1,8,19,6.62
Екидин,2015-10-22 00:00:00,83,77,-5,-2,-7,-5.7,-3.6,-6.4,991.6,1018.7,-9.2,6.0,0,0.69,0.93,0.4,6.0,8,13,3.32
Екидин,2015-10-23 00:00:00,77,56,-6,8,-13,-6.8,-0.3,-12.6,1006.6,1034.3,-13.6,6.0,1,1.1,2.55,,2.0,3,5,2.79
Екидин,2015-10-24 00:00:00,69,40,-4,13,-15,-4.4,6,-11.8,1011.5,1039.0,-13.7,4.0,0,2.0,5.42,,2.1,3,6,2.92
Екидин,2015-10-25 00:00:00,64,31,0,16,-12,-0.7,11.5,-10.5,1007.4,1034.4,-12.1,0.0,0,3.3,9.3,,2.0,3,6,3.51
Екидин,2015-10-26 00:00:00,61,37,2,19,-7,1.7,12.8,-6.4,1000.8,1027.3,-9.4,0.0,0,3.7,9.0,,2.1,4,7,4.12
Екидин,2015-10-27 00:00:00,65,55,5,14,-2,5.4,12.3,-1.7,995.9,1022.0,-5.9,0.0,0,3.5,6.3,,2.9,5,12,5.86
Екидин,2015-10-28 00:00:00,74,62,6,8,4,7.6,10,5.2,991.4,1017.1,0.4,0.0,0,2.8,4.3,6.0,3.6,5,9,7.7
Екидин,2015-10-29 00:00:00,87,70,3,11,-1,3,7.9,-1.1,994.5,1020.8,-1.7,0.0,0,1.2,3.1,,1.8,3,5,6.53
Екидин,2015-10-30 00:00:00,78,64,4,8,1,3.5,5.6,2.1,992.0,1018.1,-3.7,0.0,0,1.7,2.56,1.3,5.3,7,13,6.21
Екидин,2015-10-31 00:00:00,65,54,1,10,-2,0.3,2.4,-1.2,1000.7,1027.3,-7.3,0.0,0,2.2,3.1,,2.9,5,11,4.02
Екидин,2015-11-01 00:00:00,71,50,-1,6,-4,-1.7,0.5,-3.4,999.0,1025.9,-9.2,0.0,0,1.6,3.0,0.0,2.0,4,6,3.82
Екидин,2015-11-02 00:00:00,76,66,-4,3,-8,-3.6,-0.2,-7.0,1003.2,1030.4,-9.4,0.0,0,1.2,1.99,0.0,6.4,9,15,3.55
Екидин,2015-11-03 00:00:00,64,49,0,5,-4,-0.5,2.6,-3.2,997.4,1024.0,-7.4,0.0,0,2.3,3.66,,8.5,12,18,3.7
Екидин,2015-11-04 00:00:00,71,58,0,5,-3,0,2.8,-1.7,985.2,1011.5,-6.5,6.0,2,1.8,3.07,1.9,9.4,15,20,4.34
Екидин,2015-11-05 00:00:00,87,82,1,2,0,0.7,2.1,0.1,978.6,1004.7,-2.4,0.0,0,0.81,1.11,6.8,6.3,9,14,5.62
Екидин,2015-11-06 00:00:00,86,81,2,5,0,2.3,5.3,0.6,979.1,1005.0,-2,0.0,0,1.0,1.25,5.7,5.8,8,16,6.26
Екидин,2015-11-07 00:00:00,85,69,0,3,-2,0.5,3.6,-1.8,979.2,1005.2,-4.5,0.0,0,0.93,1.99,2.2,5.3,8,15,5.44
Екидин,2015-11-08 00:00:00,78,68,-2,-1,-5,-1.9,0.2,-3.6,996.5,1023.3,-6.6,6.0,2,1.2,1.89,0.4,4.8,7,10,4.11
Екидин,2015-11-09 00:00:00,74,66,-2,1,-4,-1.2,0.5,-3.0,997.2,1023.9,-6.7,4.0,0,1.5,2.08,0.0,4.8,7,11,4.13
Екидин,2015-11-10 00:00:00,76,70,-1,3,-3,-0.8,1.7,-2.2,994.4,1021.1,-5.6,2.0,0,1.4,1.99,0.0,3.0,4,6,4.36
Екидин,2015-11-11 00:00:00,79,65,-2,4,-6,-2,0.5,-5.4,990.2,1016.8,-6.6,0.0,0,1.2,2.2,,2.9,5,8,4.13
Екидин,2015-11-12 00:00:00,77,65,-3,4,-8,-3.4,0.5,-6.8,987.6,1014.4,-9.1,0.0,0,1.2,2.2,,2.9,5,7,3.62
Екидин,2015-11-13 00:00:00,81,74,0,2,-3,0.8,3.6,-2.1,983.2,1009.4,-5.9,0.0,0,1.2,1.65,2.7,2.9,4,7,5.33
Екидин,2015-11-14 00:00:00,84,80,0,1,0,0.7,2.1,-0.4,989.6,1016.0,-2.9,0.0,0,1.1,1.28,,2.8,6,8,5.38
Екидин,2015-11-15 00:00:00,82,68,1,3,-1,1.3,2.8,0.3,987.6,1013.8,-3,0.0,0,1.2,2.31,5.9,5.9,8,12,5.5
Екидин,2015-11-16 00:00:00,80,72,0,1,-1,0,1.3,-0.8,991.6,1018.1,-4.5,0.0,0,1.3,1.72,1.2,6.0,7,12,4.87
Екидин,2015-11-17 00:00:00,71,57,0,4,-2,0.2,1.4,-0.6,995.4,1022.0,-6.5,0.0,0,1.8,2.84,,5.4,7,11,4.36
Екидин,2015-11-18 00:00:00,76,66,-1,1,-2,-0.1,1.2,-1.1,994.3,1021.0,-4.9,0.0,0,1.5,2.22,0.4,5.8,8,14,4.6
Екидин,2015-11-19 00:00:00,86,81,-1,0,-3,-0.7,1.5,-1.8,990.0,1016.5,-3.8,10.0,5,0.82,1.09,2.5,4.9,6,11,4.98
Екидин,2015-11-20 00:00:00,86,81,-7,0,-10,-7.6,-0.3,-9.2,995.6,1022.9,-11.1,10.0,7,0.49,0.64,1.7,3.9,5,10,3.03
Екидин,2015-11-21 00:00:00,80,67,-10,-6,-16,-9.7,-7.9,-14.2,1004.9,1032.8,-16.8,10.0,8,0.59,1.11,0.8,1.6,3,5,2.37
Екидин,2015-11-22 00:00:00,81,74,-11,-5,-19,-11.2,-7,-17.0,1009.5,1037.7,-17.9,10.0,8,0.55,0.93,,1.9,3,5,2.15
Екидин,2015-11-23 00:00:00,81,75,-7,0,-13,-6.8,-0.3,-12.0,1009.7,1037.4,-13.9,10.0,7,0.77,1.43,,3.9,6,9,3.11
Екидин,2015-11-24 00:00:00,78,74,-4,0,-7,-2.9,0.6,-5.9,1006.0,1033.1,-8.8,10.0,6,1.1,1.65,,5.0,6,10,3.89
Екидин,2015-11-25 00:00:00,80,72,-2,0,-5,-1.5,1.5,-4.4,1003.0,1029.9,-5.9,10.0,6,1.1,1.88,,4.6,6,10,4.39
Екидин,2015-11-26 00:00:00,88,83,-1,0,-2,-0.1,1.9,-1.7,998.6,1025.3,-3.8,10.0,5,0.73,1.14,,4.8,6,10,5.36
Екидин,2015-11-27 00:00:00,87,84,0,1,0,1.6,3.3,0.8,991.5,1017.8,-0.9,4.0,0,0.91,1.18,,3.6,6,9,5.96
Екидин,2015-11-28 00:00:00,82,74,-1,0,-3,-0.4,2.3,-2.4,986.9,1013.3,-5.4,2.0,0,1.0,1.43,0.5,5.8,8,12,4.93
Екидин,2015-11-29 00:00:00,79,66,-3,1,-6,-3,-0.2,-5.3,995.9,1022.8,-7.3,0.0,0,1.1,1.99,,4.6,8,12,3.83
Екидин,2015-11-30 00:00:00,77,55,-2,5,-5,-1.5,4.4,-4.3,1002.7,1029.6,-6.5,0.0,0,1.5,3.71,,2.8,4,6,4.15
Екидин,2015-12-01 00:00:00,74,55,-2,7,-7,-0.6,8.3,-6.2,999.7,1026.5,-8,0.0,0,1.8,4.8,,1.0,3,3,4.32
Екидин,2015-12-02 00:00:00,84,74,-2,2,-5,-1,3.1,-3.4,995.4,1022.2,-5,0.0,0,0.97,1.96,,1.4,3,5,4.79
Екидин,2015-12-03 00:00:00,78,66,1,7,-2,2.4,7.2,-0.6,990.0,1016.1,-2.9,0.0,0,1.7,3.4,,2.9,5,9,5.65
Екидин,2015-12-04 00:00:00,88,84,0,2,-2,0.3,2.7,-1.5,989.6,1016.0,-3.7,0.0,0,0.79,1.04,0.8,3.6,5,8,5.46
Екидин,2015-12-05 00:00:00,81,75,-3,-1,-4,-3.1,-1.4,-3.8,988.9,1015.6,-7,0.0,0,0.92,1.23,,1.9,3,4,3.96
Екидин,2015-12-06 00:00:00,83,79,-3,-1,-5,-3,-1.5,-4.4,994.6,1021.5,-7,10.0,1,0.86,1.11,0.8,5.1,6,11,4.05
Екидин,2015-12-07 00:00:00,87,84,-2,0,-3,-1.4,0.1,-2.8,991.5,1018.1,-4.4,10.0,4,0.71,0.96,2.1,6.8,9,14,4.83
Екидин,2015-12-08 00:00:00,89,81,0,0,-1,1,1.9,-0.4,973.9,999.8,-1.7,10.0,3,0.71,1.27,2.0,9.8,12,18,5.87
Екидин,2015-12-09 00:00:00,85,78,0,1,-2,0.5,1.9,-1.5,975.5,1001.5,-4,6.0,0,0.92,1.35,0.7,6.6,8,14,5.42
Екидин,2015-12-10 00:00:00,78,72,-4,-2,-6,-3.9,-1.4,-5.4,993.5,1020.4,-8.6,4.0,0,1.0,1.33,,4.6,7,10,3.57
Екидин,2015-12-11 00:00:00,78,61,-3,1,-8,-2.5,1.3,-7.3,1001.5,1028.5,-9.3,0.0,0,1.2,2.6,0.0,7.1,9,14,3.93
Екидин,2015-12-12 00:00:00,81,76,-2,-1,-4,-1.8,-0.9,-3.4,1004.8,1031.8,-6.1,0.0,0,1.0,1.32,,6.3,8,11,4.34
Екидин,2015-12-13 00:00:00,79,69,-3,0,-6,-2.5,0.2,-5.1,1007.9,1035.1,-7.8,0.0,0,1.1,1.88,,4.0,5,11,4.03
Екидин,2015-12-14 00:00:00,77,68,-5,0,-8,-4.8,-0.1,-8.0,1003.5,1030.8,-10.1,0.0,0,1.1,1.89,,4.8,8,14,3.3
Екидин,2015-12-15 00:00:00,79,67,-5,0,-7,-4.4,-1.4,-6.2,1000.2,1027.3,-9.2,0.0,0,0.96,1.76,,1.8,4,7,3.47
Екидин,2015-12-16 00:00:00,80,75,-5,-2,-8,-4.8,-1.7,-7.0,989.3,1016.2,-9.4,0.0,0,0.85,1.13,0.2,3.9,7,11,3.45
Екидин,2015-12-17 00:00:00,84,79,-4,-3,-7,-3.6,-2.1,-6.0,989.3,1016.1,-8.8,10.0,3,0.75,0.89,0.7,8.1,10,17,3.94
Екидин,2015-12-18 00:00:00,84,78,-7,-4,-10,-6.2,-3.5,-9.4,983.0,1009.9,-11.8,10.0,3,0.64,0.81,1.3,9.1,11,17,3.27
Екидин,2015-12-19 00:00:00,83,76,-16,-10,-23,-16,-9.1,-22.2,990.3,1018.4,-24.7,10.0,4,0.32,0.47,0.3,6.4,13,19,1.52
Екидин,2015-12-20 00:00:00,79,76,-20,-14,-24,-20.3,-16.5,-23.8,1002.7,1031.6,-26.1,10.0,4,0.26,0.42,,1.6,3,5,0.99
Екидин,2015-12-21 00:00:00,77,72,-13,-8,-22,-12.8,-8,-21.1,999.3,1027.3,-23.4,10.0,4,0.57,0.92,,3.6,5,10,1.81
Екидин,2015-12-22 00:00:00,77,73,-6,-2,-10,-5.7,-2,-9.3,992.4,1019.4,-12.9,10.0,4,0.95,1.33,,5.3,7,13,3.15
Екидин,2015-12-23 00:00:00,87,80,-1,0,-4,-0.3,1.4,-2.6,983.8,1010.1,-5.4,10.0,5,0.73,1.13,1.5,9.8,12,19,5.29
Екидин,2015-12-24 00:00:00,92,86,0,1,-1,1.1,1.7,0.3,984.7,1010.9,-1.3,6.0,0,0.54,0.87,0.9,6.5,9,14,6.1
Екидин,2015-12-25 00:00:00,89,85,0,1,0,1,1.7,0.2,979.1,1005.2,-1.4,0.0,0,0.69,1.0,4.4,8.6,11,19,5.88
Екидин,2015-12-26 00:00:00,87,83,0,0,-1,0.3,1.4,-0.9,978.4,1004.6,-3,0.0,0,0.81,1.12,1.0,9.5,12,19,5.42
Екидин,2015-12-27 00:00:00,87,85,-3,0,-4,-2,-0.1,-3.3,989.3,1015.9,-5,10.0,3,0.69,0.78,1.0,6.8,9,14,4.62
Екидин,2015-12-28 00:00:00,88,79,-1,0,-6,-0.3,1.9,-4.8,980.1,1006.3,-7.8,10.0,5,0.69,0.97,3.6,7.4,10,18,5.32
Екидин,2015-12-29 00:00:00,80,76,-5,-4,-6,-4.7,-2.8,-5.9,986.1,1012.9,-9.2,10.0,3,0.88,1.03,0.4,10.4,14,21,3.43
Екидин,2015-12-30 00:00:00,80,75,-6,-3,-12,-6.1,-4.8,-10.9,996.7,1024.0,-13.6,10.0,3,0.77,1.03,0.8,3.9,6,10,3.13
Екидин,2015-12-31 00:00:00,81,73,-13,-9,-20,-13,-9.2,-18.9,997.6,1025.6,-20.7,10.0,3,0.47,0.83,,3.0,7,11,1.86
Екидин,2016-01-01 00:00:00,85,81,-7,-2,-10,-6.3,-1.5,-9.2,990.4,1017.4,-10.6,10.0,10,0.58,0.65,3.2,8.6,11,18,3.28
Екидин,2016-01-02 00:00:00,80,77,-10,-8,-14,-9.6,-6.9,-13.0,998.4,1026.0,-15.6,10.0,12,0.61,0.84,0.2,3.0,4,7,2.39
Екидин,2016-01-03 00:00:00,81,73,-3,-1,-9,-2.2,1.4,-8.1,994.1,1020.9,-10,10.0,12,1.1,1.75,1.3,5.1,9,13,4.24
Екидин,2016-01-04 00:00:00,78,68,-15,-1,-20,-14.6,-0.3,-19.0,1004.1,1032.4,-22,10.0,12,0.44,0.69,,2.6,7,11,1.73
Екидин,2016-01-05 00:00:00,73,66,-18,-11,-22,-18.4,-15.1,-21.5,1004.8,1033.6,-24.7,10.0,12,0.41,0.65,,1.9,4,5,1.05
Екидин,2016-01-06 00:00:00,75,70,-23,-12,-29,-23.3,-17.4,-27.2,1000.3,1029.5,-30.1,10.0,12,0.26,0.46,,0.8,3,3,0.71
Екидин,2016-01-07 00:00:00,75,72,-24,-16,-29,-25,-20,-28.2,996.7,1025.9,-31.1,10.0,12,0.22,0.34,,1.9,3,4,0.62
Екидин,2016-01-08 00:00:00,72,64,-22,-12,-27,-22.3,-16.3,-26.4,1001.7,1030.9,-29.4,10.0,12,0.32,0.59,,1.8,3,5,0.77
Екидин,2016-01-09 00:00:00,71,61,-17,-8,-25,-16.6,-6.5,-24.2,1001.6,1030.2,-27.3,10.0,12,0.66,1.42,,2.4,7,9,1.33
Екидин,2016-01-10 00:00:00,77,71,-4,-1,-9,-2.8,-0.5,-7.5,992.0,1018.7,-11.8,10.0,12,1.2,1.32,,6.9,9,14,3.89
Екидин,2016-01-11 00:00:00,84,76,-1,0,-2,-0.8,0.3,-1.5,985.0,1011.4,-4.8,10.0,14,0.9,1.32,9.5,3.3,7,11,4.88
Екидин,2016-01-12 00:00:00,86,79,-6,-1,-15,-4.9,-0.5,-13.7,988.9,1015.8,-16.3,10.0,21,0.6,0.78,2.0,6.6,10,14,3.78
Екидин,2016-01-13 00:00:00,78,74,-21,-15,-25,-21,-13.6,-23.7,1000.8,1029.9,-26.1,10.0,22,0.24,0.31,,2.9,5,9,0.92
Екидин,2016-01-14 00:00:00,73,69,-23,-14,-30,-23.1,-13.8,-28.3,1003.2,1032.5,-31.3,10.0,22,0.29,0.62,,0.8,2,3,0.77
Екидин,2016-01-15 00:00:00,65,62,-7,-2,-15,-6.2,-2.3,-14.1,996.5,1023.8,-14.9,10.0,23,1.4,1.98,,5.0,10,16,2.53
Екидин,2016-01-16 00:00:00,80,70,-5,-4,-6,-3.9,-3,-4.9,988.3,1015.0,-8.8,10.0,22,0.93,1.34,2.9,4.8,7,13,3.67
Екидин,2016-01-17 00:00:00,81,76,-15,-6,-18,-14,-4.8,-17.4,996.2,1024.2,-20.1,10.0,23,0.4,0.54,0.5,6.1,7,12,1.75
Екидин,2016-01-18 00:00:00,77,73,-23,-16,-27,-22.5,-15.7,-25.6,1010.0,1039.4,-28.6,10.0,24,0.23,0.31,,1.5,4,7,0.8
Екидин,2016-01-19 00:00:00,71,67,-17,-7,-26,-15.9,-7.8,-25.3,1010.0,1038.7,-28.2,10.0,24,0.61,1.12,,2.1,8,14,1.42
Екидин,2016-01-20 00:00:00,70,64,-10,-8,-12,-10,-8.6,-11.4,1004.5,1032.4,-15.7,10.0,24,0.87,1.1,,8.5,13,17,2.01
Екидин,2016-01-21 00:00:00,65,61,-9,-4,-11,-8.3,-5.4,-9.9,1005.5,1033.2,-14.9,10.0,22,1.2,1.53,,7.1,12,17,2.12
Екидин,2016-01-22 00:00:00,76,73,-13,-8,-18,-13.3,-8.9,-16.8,1011.8,1040.1,-19.6,10.0,22,0.53,0.82,,2.6,6,8,1.71
Екидин,2016-01-23 00:00:00,69,66,-13,-6,-21,-12.2,-6.8,-19.8,1007.7,1035.9,-22.9,10.0,22,0.77,1.22,,3.0,6,9,1.73
Екидин,2016-01-24 00:00:00,73,69,-15,-7,-23,-14.5,-6.4,-22.4,1002.4,1030.7,-24.8,10.0,22,0.62,1.12,,1.5,2,4,1.55
Екидин,2016-01-25 00:00:00,71,55,-10,-2,-16,-9.5,-1.9,-15.3,995.3,1022.8,-17.9,10.0,22,1.0,2.2,,1.6,5,7,2.13
Екидин,2016-01-26 00:00:00,65,60,-9,-4,-14,-7.4,-3.8,-11.6,988.1,1015.2,-15.9,10.0,22,1.3,1.75,,2.3,4,7,2.29
Екидин,2016-01-27 00:00:00,82,73,-9,-5,-13,-9.4,-5.8,-12.3,989.1,1016.5,-14.9,10.0,22,0.5,0.65,2.8,2.4,3,5,2.56
Екидин,2016-01-28 00:00:00,86,82,-11,-7,-21,-11,-6.3,-20.0,996.6,1024.4,-21.8,10.0,24,0.38,0.56,1.4,4.4,6,10,2.36
Екидин,2016-01-29 00:00:00,81,76,-20,-11,-26,-20.2,-15,-25.4,1002.4,1031.3,-27.5,10.0,24,0.25,0.46,,1.9,4,5,1.03
Екидин,2016-01-30 00:00:00,77,72,-15,-8,-20,-14.5,-9.8,-18.7,1001.4,1029.7,-21.2,10.0,24,0.49,0.84,,3.0,6,8,1.55
Екидин,2016-01-31 00:00:00,86,79,-5,-1,-13,-4.5,-1.1,-12.0,992.8,1019.8,-14.1,10.0,22,0.58,0.75,0.7,7.1,11,16,3.94
