station_code,date,water_level,symbol,discharge
13221,2016-10-19,561,В,нб
13221,2016-10-20,562,^)В,нб
13221,2016-10-21,562,^)В,нб
13221,2016-10-22,562,^ZВ,нб
13221,2016-10-23,561,ZВ,нб
13221,2016-10-24,561,ZВ,нб
13221,2016-10-25,561,ZВ,нб
13221,2016-10-26,561,ZВ,нб
13221,2016-10-27,562,^ZВ,нб
13221,2016-10-28,562,^Z),нб
13221,2016-10-29,562,^)В,нб
13221,2016-10-30,562,^)В,нб
13221,2016-10-31,562,^)В,нб
13221,2016-11-01,562,)В,нб
13221,2016-11-02,562,)В,нб
13221,2016-11-03,562,)В,нб
13221,2016-11-04,562,)В,нб
13221,2016-11-05,563,^)В,нб
13221,2016-11-06,563,^)В,нб
13221,2016-11-07,563,^В,нб
13221,2016-11-08,563,^В,нб
13221,2016-11-09,563,^В,нб
13221,2016-11-10,563,^В,нб
13221,2016-11-11,562,В,нб
13221,2016-11-12,562,В,нб
13221,2016-11-13,562,)В,нб
13221,2016-11-14,562,)В,нб
13221,2016-11-15,561,IВ,нб
13221,2016-11-16,561,IВ,нб
13221,2016-11-17,561,IВ,нб
13221,2016-11-18,560,IВ,нб
13221,2016-11-19,560,IВ,нб
13221,2016-11-20,560,IВ,нб
13221,2016-11-21,560,IВ,нб
13221,2016-11-22,559,IВ,нб
13221,2016-11-23,559,IВ,нб
13221,2016-11-24,558,IВ,нб
13221,2016-11-25,558,_IВ,нб
13221,2016-11-26,557,_IВ,нб
13221,2016-11-27,557,_IВ,нб
13221,2016-11-28,558,_IВ,нб
13221,2016-11-29,558,IВ,нб
13221,2016-11-30,558,IВ,нб
13221,2016-12-01,559,_IВ,нб
13221,2016-12-02,559,_IВ,нб
13221,2016-12-03,559,_IВ,нб
13221,2016-12-04,560,IВ,нб
13221,2016-12-05,561,IВ,нб
13221,2016-12-06,561,IВ,нб
13221,2016-12-07,561,IВ,нб
13221,2016-12-08,561,IВ,нб
13221,2016-12-09,561,IВ,нб
13221,2016-12-10,561,IВ,нб
13221,2016-12-11,561,IВ,нб
13221,2016-12-12,561,IВ,нб
13221,2016-12-13,561,IВ,нб
13221,2016-12-14,560,IВ,нб
13221,2016-12-15,560,IВ,нб
13221,2016-12-16,560,IВ,нб
13221,2016-12-17,560,IВ,нб
13221,2016-12-18,560,_IВ,нб
13221,2016-12-19,559,_IВ,нб
13221,2016-12-20,559,_IВ,нб
13221,2016-12-21,560,IВ,нб
13221,2016-12-22,560,IВ,нб
13221,2016-12-23,561,IВ,нб
13221,2016-12-24,561,IВ,нб
13221,2016-12-25,562,IВ,нб
13221,2016-12-26,562,IВ,нб
13221,2016-12-27,563,IВ,нб
13221,2016-12-28,564,IВ,нб
13221,2016-12-29,564,IВ,нб
13221,2016-12-30,565,^IВ,нб
13221,2016-12-31,565,^IВ,нб
13221,2017-01-01,566,_IВ,нб
13221,2017-01-02,566,_IВ,нб
13221,2017-01-03,566,_IВ,нб
13221,2017-01-04,567,_IВ,нб
13221,2017-01-05,567,IВ,нб
13221,2017-01-06,567,IВ,нб
13221,2017-01-07,567,IВ,нб
13221,2017-01-08,567,IВ,нб
13221,2017-01-09,568,IВ,нб
13221,2017-01-10,568,IВ,нб
13221,2017-01-11,568,IВ,нб
13221,2017-01-12,568,IВ,нб
13221,2017-01-13,568,IВ,нб
13221,2017-01-14,569,IВ,нб
13221,2017-01-15,569,IВ,нб
13221,2017-01-16,569,IВ,нб
13221,2017-01-17,571,IВ,нб
13221,2017-01-18,571,IВ,нб
13221,2017-01-19,571,IВ,нб
13221,2017-01-20,572,IВ,нб
13221,2017-01-21,572,IВ,нб
13221,2017-01-22,572,IВ,нб
13221,2017-01-23,573,IВ,нб
13221,2017-01-24,573,IВ,нб
13221,2017-01-25,574,IВ,нб
13221,2017-01-26,574,IВ,нб
13221,2017-01-27,574,IВ,нб
13221,2017-01-28,575,^IВ,нб
13221,2017-01-29,575,^IВ,нб
13221,2017-01-30,575,^IВ,нб
13221,2017-01-31,575,^IВ,нб
13221,2017-02-01,576,IВ,нб
13221,2017-02-02,576,IВ,нб
13221,2017-02-03,577,IВ,нб
13221,2017-02-04,577,IВ,нб
13221,2017-02-05,577,IВ,нб
13221,2017-02-06,576,IВ,нб
13221,2017-02-07,576,IВ,нб
13221,2017-02-08,576,IВ,нб
13221,2017-02-09,576,IВ,нб
13221,2017-02-10,576,IВ,нб
13221,2017-02-11,575,IВ,нб
13221,2017-02-12,575,_IВ,нб
13221,2017-02-13,574,_IВ,нб
13221,2017-02-14,574,_IВ,нб
13221,2017-02-15,574,_IВ,нб
13221,2017-02-16,575,_IВ,нб
13221,2017-02-17,575,IВ,нб
13221,2017-02-18,575,IВ,нб
13221,2017-02-19,576,IВ,нб
13221,2017-02-20,576,IВ,нб
13221,2017-02-21,576,IВ,нб
13221,2017-02-22,576,IВ,нб
13221,2017-02-23,576,IВ,нб
13221,2017-02-24,577,IВ,нб
13221,2017-02-25,577,IВ,нб
13221,2017-02-26,578,^IВ,нб
13221,2017-02-27,578,^IВ,нб
13221,2017-02-28,578,^IВ,нб
13221,2017-03-01,578,_IВ,нб
13221,2017-03-02,579,_IВ,нб
13221,2017-03-03,580,IВ,нб
13221,2017-03-04,580,IВ,нб
13221,2017-03-05,580,IВ,нб
13221,2017-03-06,581,IВ,нб
13221,2017-03-07,581,IВ,нб
13221,2017-03-08,582,IВ,нб
13221,2017-03-09,583,IВ,нб
13221,2017-03-10,583,IВ,нб
13221,2017-03-11,584,IВ,нб
13221,2017-03-12,585,IВ,нб
13221,2017-03-13,587,IВ,нб
13221,2017-03-14,588,IВ,нб
13221,2017-03-15,592,IВ,нб
13221,2017-03-16,593,IВ,нб
13221,2017-03-17,594,IВ,нб
13221,2017-03-18,595,IВ,нб
13221,2017-03-19,597,IВ,нб
13221,2017-03-20,598,IВ,нб
13221,2017-03-21,599,IВ,нб
13221,2017-03-22,600,IВ,нб
13221,2017-03-23,601,IВ,нб
13221,2017-03-24,601,IВ,нб
13221,2017-03-25,603,I~,нб
13221,2017-03-26,608,~В,нб
13221,2017-03-27,610,~В,нб
13221,2017-03-28,622,~В,нб
13221,2017-03-29,634,~В,нб
13221,2017-03-30,685,W,26.8
13221,2017-03-31,694,^W,32.1
13221,2017-04-01,691,W,30.2
13221,2017-04-02,691,W,30.2
13221,2017-04-03,702,W,37.4
13221,2017-04-04,713,W,45.5
13221,2017-04-05,717,W,48.4
13221,2017-04-06,717,W,48.4
13221,2017-04-07,711,W,42.7
13221,2017-04-08,685,W,25.6
13221,2017-04-09,681,W,23
13221,2017-04-10,709,Л,38.7
13221,2017-04-11,818,,189
13221,2017-04-12,902,^,303
13221,2017-04-13,871,,251
13221,2017-04-14,846,,203
13221,2017-04-15,801,,134
13221,2017-04-16,772,,110
13221,2017-04-17,749,,89.8
13221,2017-04-18,741,,82.9
13221,2017-04-19,729,,75.1
13221,2017-04-20,710,,65.1
13221,2017-04-21,697,,59.5
13221,2017-04-22,678,,50.9
13221,2017-04-23,658,,41.8
13221,2017-04-24,643,,35.5
13221,2017-04-25,641,,34.6
13221,2017-04-26,642,,35
13221,2017-04-27,640,,34.2
13221,2017-04-28,636,,32.6
13221,2017-04-29,632,,30.9
13221,2017-04-30,628,_,29.3
13221,2017-05-01,621,^,26.5
13221,2017-05-02,617,,25
13221,2017-05-03,615,,24.2
13221,2017-05-04,615,,24.2
13221,2017-05-05,614,,23.8
13221,2017-05-06,614,,23.8
13221,2017-05-07,613,,23.4
13221,2017-05-08,613,,23.4
13221,2017-05-09,612,,23
13221,2017-05-10,612,,23
13221,2017-05-11,612,,23
13221,2017-05-12,611,,22.6
13221,2017-05-13,611,,22.6
13221,2017-05-14,610,,22.2
13221,2017-05-15,610,,22.2
13221,2017-05-16,610,,22.2
13221,2017-05-17,609,,21.8
13221,2017-05-18,609,,21.8
13221,2017-05-19,608,,21.4
13221,2017-05-20,608,,19.7
13221,2017-05-21,607,,18.9
13221,2017-05-22,605,,18.1
13221,2017-05-23,604,,17.4
13221,2017-05-24,603,,16.6
13221,2017-05-25,603,,15.8
13221,2017-05-26,602,,15
13221,2017-05-27,601,,14.2
13221,2017-05-28,601,,13.4
13221,2017-05-29,599,,12.7
13221,2017-05-30,598,_,11.9
13221,2017-05-31,598,_,11.1
13221,2017-06-01,597,^,10.3
13221,2017-06-02,596,,9.52
13221,2017-06-03,595,,8.74
13221,2017-06-04,594,,7.95
13221,2017-06-05,593,,7.17
13221,2017-06-06,592,,6.39
13221,2017-06-07,591,,5.6
13221,2017-06-08,590,,4.82
13221,2017-06-09,589,,4.03
13221,2017-06-10,589,,3.25
13221,2017-06-11,588,,2.94
13221,2017-06-12,587,,2.63
13221,2017-06-13,586,,2.32
13221,2017-06-14,586,,2.01
13221,2017-06-15,585,,1.7
13221,2017-06-16,584,,1.39
13221,2017-06-17,583,,1.08
13221,2017-06-18,583,,0.77
13221,2017-06-19,582,,0.46
13221,2017-06-20,581,,0.15
13221,2017-06-21,580,,0.14
13221,2017-06-22,579,,0.14
13221,2017-06-23,578,,0.13
13221,2017-06-24,577,,0.12
13221,2017-06-25,576,,0.12
13221,2017-06-26,576,,0.11
13221,2017-06-27,575,,0.11
13221,2017-06-28,574,,0.1
13221,2017-06-29,574,_,0.093
13221,2017-06-30,573,_,0.087
13221,2017-07-01,573,^,0.084
13221,2017-07-02,573,^,0.08
13221,2017-07-03,572,,0.077
13221,2017-07-04,572,,0.073
13221,2017-07-05,572,,0.07
13221,2017-07-06,571,,0.066
13221,2017-07-07,571,,0.063
13221,2017-07-08,571,,0.059
13221,2017-07-09,570,,0.056
13221,2017-07-10,570,,0.053
13221,2017-07-11,569,,0.049
13221,2017-07-12,568,,0.046
13221,2017-07-13,568,,0.042
13221,2017-07-14,567,,0.039
13221,2017-07-15,566,,0.035
13221,2017-07-16,565,,0.032
13221,2017-07-17,563,В,нб
13221,2017-07-18,562,В,нб
13221,2017-07-19,562,В,нб
13221,2017-07-20,561,В,нб
13221,2017-07-21,560,В,нб
13221,2017-07-22,560,В,нб
13221,2017-07-23,560,В,нб
13221,2017-07-24,560,В,нб
13221,2017-07-25,559,В,нб
13221,2017-07-26,558,В,нб
13221,2017-07-27,558,В,нб
13221,2017-07-28,557,В,нб
13221,2017-07-29,557,В,нб
13221,2017-07-30,556,В,нб
13221,2017-07-31,555,_В,нб
13221,2017-08-01,555,^В,нб
13221,2017-08-02,555,^В,нб
13221,2017-08-03,555,^В,нб
13221,2017-08-04,555,^В,нб
13221,2017-08-05,555,^В,нб
13221,2017-08-06,555,^В,нб
13221,2017-08-07,554,В,нб
13221,2017-08-08,554,В,нб
13221,2017-08-09,554,В,нб
13221,2017-08-10,554,В,нб
13221,2017-08-11,554,В,нб
13221,2017-08-12,553,В,нб
13221,2017-08-13,553,В,нб
13221,2017-08-14,552,В,нб
13221,2017-08-15,551,В,нб
13221,2017-08-16,551,В,нб
13221,2017-08-17,551,В,нб
13221,2017-08-18,551,В,нб
13221,2017-08-19,550,В,нб
13221,2017-08-20,550,В,нб
13221,2017-08-21,550,В,нб
13221,2017-08-22,550,В,нб
13221,2017-08-23,550,В,нб
13221,2017-08-24,550,В,нб
13221,2017-08-25,550,В,нб
13221,2017-08-26,549,В,нб
13221,2017-08-27,549,В,нб
13221,2017-08-28,549,В,нб
13221,2017-08-29,549,_В,нб
13221,2017-08-30,548,_В,нб
13221,2017-08-31,548,_В,нб
13221,2017-09-01,548,В,нб
13221,2017-09-02,548,В,нб
13221,2017-09-03,548,_В,нб
13221,2017-09-04,547,_В,нб
13221,2017-09-05,547,_В,нб
13221,2017-09-06,548,_В,нб
13221,2017-09-07,548,В,нб
13221,2017-09-08,548,В,нб
13221,2017-09-09,548,В,нб
13221,2017-09-10,549,В,нб
13221,2017-09-11,549,В,нб
13221,2017-09-12,550,В,нб
13221,2017-09-13,552,В,нб
13221,2017-09-14,553,В,нб
13221,2017-09-15,553,В,нб
13221,2017-09-16,553,В,нб
13221,2017-09-17,552,В,нб
13221,2017-09-18,552,В,нб
13221,2017-09-19,553,В,нб
13221,2017-09-20,553,В,нб
13221,2017-09-21,553,В,нб
13221,2017-09-22,554,В,нб
13221,2017-09-23,554,В,нб
13221,2017-09-24,554,В,нб
13221,2017-09-25,554,В,нб
13221,2017-09-26,555,В,нб
13221,2017-09-27,555,В,нб
13221,2017-09-28,555,В,нб
13221,2017-09-29,555,В,нб
13221,2017-09-30,556,^В,нб
13221,2017-10-01,556,_В,нб
13221,2017-10-02,556,_В,нб
13221,2017-10-03,557,_В,нб
13221,2017-10-04,557,В,нб
13221,2017-10-05,558,В,нб
13221,2017-10-06,558,В,нб
13221,2017-10-07,558,В,нб
13221,2017-10-08,558,В,нб
13221,2017-10-09,558,В,нб
13221,2017-10-10,559,В,нб
13221,2017-10-11,559,В,нб
13221,2017-10-12,559,В,нб
13221,2017-10-13,558,В,нб
13221,2017-10-14,558,В,нб
13221,2017-10-15,558,В,нб
13221,2017-10-16,558,В,нб
13221,2017-10-17,558,В,нб
13221,2017-10-18,560,В,нб
13221,2017-10-19,562,В,нб
13221,2017-10-20,564,В,нб
13221,2017-10-21,564,В,нб
13221,2017-10-22,564,В,нб
13221,2017-10-23,565,В,нб
13221,2017-10-24,565,В,нб
13221,2017-10-25,565,)В,нб
13221,2017-10-26,564,)В,нб
13221,2017-10-27,564,В,нб
13221,2017-10-28,565,В,нб
13221,2017-10-29,565,В,нб
13221,2017-10-30,566,В,нб
13221,2017-10-31,563,^В,нб
13221,2017-11-01,568,В,нб
13221,2017-11-02,568,В,нб
13221,2017-11-03,570,В,нб
13221,2017-11-04,572,^В,нб
13221,2017-11-05,572,^В,нб
13221,2017-11-06,572,^В,нб
13221,2017-11-07,572,^В,нб
13221,2017-11-08,571,В,нб
13221,2017-11-09,571,В,нб
13221,2017-11-10,571,В,нб
13221,2017-11-11,570,),нб
13221,2017-11-12,570,)В,нб
13221,2017-11-13,570,В,нб
13221,2017-11-14,570,В,нб
13221,2017-11-15,569,В,нб
13221,2017-11-16,569,В,нб
13221,2017-11-17,569,В,нб
13221,2017-11-18,568,В,нб
13221,2017-11-19,568,)В,нб
13221,2017-11-20,568,Z,нб
13221,2017-11-21,567,Z,нб
13221,2017-11-22,567,Z,нб
13221,2017-11-23,566,Z,нб
13221,2017-11-24,566,Z,нб
13221,2017-11-25,566,Z,нб
13221,2017-11-26,566,Z,нб
13221,2017-11-27,565,_Z,нб
13221,2017-11-28,565,_IZ,нб
13221,2017-11-29,565,_IВ,нб
13221,2017-11-30,565,_IВ,нб
13221,2017-12-01,565,^IВ,нб
13221,2017-12-02,565,^IВ,нб
13221,2017-12-03,565,^IВ,нб
13221,2017-12-04,565,^IВ,нб
13221,2017-12-05,564,IВ,нб
13221,2017-12-06,564,IВ,нб
13221,2017-12-07,563,IВ,нб
13221,2017-12-08,563,IВ,нб
13221,2017-12-09,563,IВ,нб
13221,2017-12-10,563,IВ,нб
13221,2017-12-11,564,IВ,нб
13221,2017-12-12,564,IВ,нб
13221,2017-12-13,564,IВ,нб
13221,2017-12-14,563,IВ,нб
13221,2017-12-15,563,IВ,нб
13221,2017-12-16,563,IВ,нб
13221,2017-12-17,562,IВ,нб
13221,2017-12-18,562,IВ,нб
13221,2017-12-19,562,IВ,нб
13221,2017-12-20,562,IВ,нб
13221,2017-12-21,561,IВ,нб
13221,2017-12-22,561,IВ,нб
13221,2017-12-23,561,_IВ,нб
13221,2017-12-24,560,_IВ,нб
13221,2017-12-25,560,_IВ,нб
13221,2017-12-26,561,IВ,нб
13221,2017-12-27,561,IВ,нб
13221,2017-12-28,561,IВ,нб
13221,2017-12-29,561,IВ,нб
13221,2017-12-30,562,IВ,нб
13221,2017-12-31,562,IВ,нб
13221,2018-01-01,562,_IВ,нб
13221,2018-01-02,562,_IВ,нб
13221,2018-01-03,563,_IВ,нб
13221,2018-01-04,563,IВ,нб
13221,2018-01-05,564,IВ,нб
13221,2018-01-06,564,IВ,нб
13221,2018-01-07,564,IВ,нб
13221,2018-01-08,564,IВ,нб
13221,2018-01-09,564,IВ,нб
13221,2018-01-10,565,^IВ,нб
13221,2018-01-11,565,^IВ,нб
13221,2018-01-12,565,^IВ,нб
13221,2018-01-13,565,^IВ,нб
13221,2018-01-14,564,IВ,нб
13221,2018-01-15,564,IВ,нб
13221,2018-01-16,563,IВ,нб
13221,2018-01-17,563,IВ,нб
13221,2018-01-18,563,IВ,нб
13221,2018-01-19,563,IВ,нб
13221,2018-01-20,562,_IВ,нб
13221,2018-01-21,562,_IВ,нб
13221,2018-01-22,562,_IВ,нб
13221,2018-01-23,562,_IВ,нб
13221,2018-01-24,563,_IВ,нб
13221,2018-01-25,563,IВ,нб
13221,2018-01-26,563,IВ,нб
13221,2018-01-27,563,IВ,нб
13221,2018-01-28,564,IВ,нб
13221,2018-01-29,564,IВ,нб
13221,2018-01-30,564,IВ,нб
13221,2018-01-31,564,IВ,нб
13221,2018-02-01,564,IВ,нб
13221,2018-02-02,563,IВ,нб
13221,2018-02-03,563,IВ,нб
13221,2018-02-04,564,IВ,нб
13221,2018-02-05,564,IВ,нб
13221,2018-02-06,564,IВ,нб
13221,2018-02-07,564,IВ,нб
13221,2018-02-08,564,IВ,нб
13221,2018-02-09,563,IВ,нб
13221,2018-02-10,563,IВ,нб
13221,2018-02-11,563,IВ,нб
13221,2018-02-12,563,IВ,нб
13221,2018-02-13,562,IВ,нб
13221,2018-02-14,562,IВ,нб
13221,2018-02-15,562,IВ,нб
13221,2018-02-16,562,_IВ,нб
13221,2018-02-17,561,_IВ,нб
13221,2018-02-18,561,_IВ,нб
13221,2018-02-19,561,_IВ,нб
13221,2018-02-20,562,_IВ,нб
13221,2018-02-21,562,IВ,нб
13221,2018-02-22,563,IВ,нб
13221,2018-02-23,563,IВ,нб
13221,2018-02-24,564,IВ,нб
13221,2018-02-25,564,IВ,нб
13221,2018-02-26,564,IВ,нб
13221,2018-02-27,565,^IВ,нб
13221,2018-02-28,565,^IВ,нб
13221,2018-03-01,565,_IВ,нб
13221,2018-03-02,565,_IВ,нб
13221,2018-03-03,565,_IВ,нб
13221,2018-03-04,565,_IВ,нб
13221,2018-03-05,565,_IВ,нб
13221,2018-03-06,566,_IВ,нб
13221,2018-03-07,566,IВ,нб
13221,2018-03-08,566,IВ,нб
13221,2018-03-09,566,IВ,нб
13221,2018-03-10,566,IВ,нб
13221,2018-03-11,566,IВ,нб
13221,2018-03-12,567,IВ,нб
13221,2018-03-13,567,IВ,нб
13221,2018-03-14,567,IВ,нб
13221,2018-03-15,568,IВ,нб
13221,2018-03-16,568,IВ,нб
13221,2018-03-17,568,IВ,нб
13221,2018-03-18,568,IВ,нб
13221,2018-03-19,569,IВ,нб
13221,2018-03-20,569,IВ,нб
13221,2018-03-21,570,IВ,нб
13221,2018-03-22,572,I~,нб
13221,2018-03-23,583,~,24.8
13221,2018-03-24,796,I,49.7
13221,2018-03-25,821,W,74.6
13221,2018-03-26,805,W,65.5
13221,2018-03-27,806,I,66
13221,2018-03-28,834,I,82.4
13221,2018-03-29,871,I,106
13221,2018-03-30,880,^W,113
13221,2018-03-31,870,W,105
13221,2018-04-01,821,(,74.6
13221,2018-04-02,790,(,58
13221,2018-04-03,767,(,48.8
13221,2018-04-04,734,(,35.6
13221,2018-04-05,758,ЛП,45.2
13221,2018-04-06,885,^,428
13221,2018-04-07,893,,279
13221,2018-04-08,822,,142
13221,2018-04-09,805,,127
13221,2018-04-10,781,,91.9
13221,2018-04-11,773,,88.6
13221,2018-04-12,764,,85.3
13221,2018-04-13,716,,54.6
13221,2018-04-14,696,,50
13221,2018-04-15,692,,45.5
13221,2018-04-16,684,,40.9
13221,2018-04-17,669,,36
13221,2018-04-18,658,,29.5
13221,2018-04-19,652,,28.5
13221,2018-04-20,646,,25
13221,2018-04-21,639,,24.3
13221,2018-04-22,638,,23.7
13221,2018-04-23,635,,23
13221,2018-04-24,633,,22.3
13221,2018-04-25,633,,21.6
13221,2018-04-26,632,,21
13221,2018-04-27,628,,20.3
13221,2018-04-28,626,,18.6
13221,2018-04-29,624,,17
13221,2018-04-30,622,_,15.3
13221,2018-05-01,621,^,14.9
13221,2018-05-02,620,,14.4
13221,2018-05-03,620,,14
13221,2018-05-04,619,,13.6
13221,2018-05-05,618,,13
13221,2018-05-06,618,,12.3
13221,2018-05-07,617,,11.7
13221,2018-05-08,617,,11
13221,2018-05-09,616,,10.4
13221,2018-05-10,615,,9.77
13221,2018-05-11,616,,8.96
13221,2018-05-12,616,,8.16
13221,2018-05-13,616,,7.35
13221,2018-05-14,615,,6.54
13221,2018-05-15,614,,5.73
13221,2018-05-16,614,,4.93
13221,2018-05-17,614,,4.12
13221,2018-05-18,613,,3.31
13221,2018-05-19,613,,2.51
13221,2018-05-20,612,,1.7
13221,2018-05-21,612,,1.67
13221,2018-05-22,611,,1.65
13221,2018-05-23,611,,1.62
13221,2018-05-24,611,,1.59
13221,2018-05-25,610,,1.56
13221,2018-05-26,608,,1.54
13221,2018-05-27,608,,1.51
13221,2018-05-28,607,,1.48
13221,2018-05-29,605,,1.46
13221,2018-05-30,603,,1.43
13221,2018-05-31,602,_,1.35
13221,2018-06-01,601,,1.28
13221,2018-06-02,601,,1.2
13221,2018-06-03,602,^,1.12
13221,2018-06-04,601,,1.05
13221,2018-06-05,599,,0.97
13221,2018-06-06,598,,0.9
13221,2018-06-07,598,,0.82
13221,2018-06-08,597,,0.74
13221,2018-06-09,596,,0.67
13221,2018-06-10,596,,0.59
13221,2018-06-11,595,,0.56
13221,2018-06-12,594,,0.53
13221,2018-06-13,594,,0.5
13221,2018-06-14,592,,0.47
13221,2018-06-15,591,,0.44
13221,2018-06-16,590,,0.42
13221,2018-06-17,589,,0.39
13221,2018-06-18,588,,0.36
13221,2018-06-19,587,,0.33
13221,2018-06-20,586,,0.3
13221,2018-06-21,585,,0.4
13221,2018-06-22,586,,0.51
13221,2018-06-23,584,,0.61
13221,2018-06-24,583,,0.72
13221,2018-06-25,582,,0.82
13221,2018-06-26,581,,0.92
13221,2018-06-27,580,,1.03
13221,2018-06-28,580,,1.13
13221,2018-06-29,579,_,1.24
13221,2018-06-30,578,_,1.34
13221,2018-07-01,578,^,1.44
13221,2018-07-02,578,^,1.55
13221,2018-07-03,577,,1.65
13221,2018-07-04,576,,1.75
13221,2018-07-05,575,,1.86
13221,2018-07-06,574,,1.96
13221,2018-07-07,574,,2.07
13221,2018-07-08,574,В,нб
13221,2018-07-09,573,В,нб
13221,2018-07-10,574,В,нб
13221,2018-07-11,574,В,нб
13221,2018-07-12,573,В,нб
13221,2018-07-13,572,В,нб
13221,2018-07-14,572,В,нб
13221,2018-07-15,572,В,нб
13221,2018-07-16,571,В,нб
13221,2018-07-17,570,В,нб
13221,2018-07-18,570,В,нб
13221,2018-07-19,569,В,нб
13221,2018-07-20,569,В,нб
13221,2018-07-21,568,В,нб
13221,2018-07-22,568,В,нб
13221,2018-07-23,567,В,нб
13221,2018-07-24,567,В,нб
13221,2018-07-25,566,В,нб
13221,2018-07-26,566,В,нб
13221,2018-07-27,565,В,нб
13221,2018-07-28,565,В,нб
13221,2018-07-29,564,В,нб
13221,2018-07-30,563,_В,нб
13221,2018-07-31,563,_В,нб
13221,2018-08-01,563,В,нб
13221,2018-08-02,563,В,нб
13221,2018-08-03,563,В,нб
13221,2018-08-04,563,В,нб
13221,2018-08-05,562,В,нб
13221,2018-08-06,562,В,нб
13221,2018-08-07,562,В,нб
13221,2018-08-08,562,В,нб
13221,2018-08-09,561,В,нб
13221,2018-08-10,561,В,нб
13221,2018-08-11,561,В,нб
13221,2018-08-12,561,В,нб
13221,2018-08-13,561,В,нб
13221,2018-08-14,560,В,нб
13221,2018-08-15,560,В,нб
13221,2018-08-16,560,В,нб
13221,2018-08-17,560,В,нб
13221,2018-08-18,559,_В,нб
13221,2018-08-19,559,_В,нб
13221,2018-08-20,559,_В,нб
13221,2018-08-21,559,_В,нб
13221,2018-08-22,559,_В,нб
13221,2018-08-23,560,_В,нб
13221,2018-08-24,560,В,нб
13221,2018-08-25,560,В,нб
13221,2018-08-26,560,В,нб
13221,2018-08-27,562,В,нб
13221,2018-08-28,568,^В,нб
13221,2018-08-29,568,^В,нб
13221,2018-08-30,567,В,нб
13221,2018-08-31,566,В,нб
13221,2018-09-01,565,^В,нб
13221,2018-09-02,565,^В,нб
13221,2018-09-03,565,^В,нб
13221,2018-09-04,564,В,нб
13221,2018-09-05,564,В,нб
13221,2018-09-06,564,В,нб
13221,2018-09-07,563,В,нб
13221,2018-09-08,563,В,нб
13221,2018-09-09,563,В,нб
13221,2018-09-10,563,В,нб
13221,2018-09-11,563,В,нб
13221,2018-09-12,563,В,нб
13221,2018-09-13,562,В,нб
13221,2018-09-14,562,В,нб
13221,2018-09-15,562,В,нб
13221,2018-09-16,561,В,нб
13221,2018-09-17,561,В,нб
13221,2018-09-18,561,В,нб
13221,2018-09-19,561,В,нб
13221,2018-09-20,562,В,нб
13221,2018-09-21,564,В,нб
13221,2018-09-22,564,В,нб
13221,2018-09-23,563,В,нб
13221,2018-09-24,563,В,нб
13221,2018-09-25,562,В,нб
13221,2018-09-26,562,В,нб
13221,2018-09-27,561,В,нб
13221,2018-09-28,561,В,нб
13221,2018-09-29,561,В,нб
13221,2018-09-30,561,_В,нб
13221,2018-10-01,560,В,нб
13221,2018-10-02,559,_В,нб
13221,2018-10-03,559,_В,нб
13221,2018-10-04,560,В,нб
13221,2018-10-05,560,В,нб
13221,2018-10-06,561,В,нб
13221,2018-10-07,562,В,нб
13221,2018-10-08,562,В,нб
13221,2018-10-09,563,В,нб
13221,2018-10-10,564,В,нб
13221,2018-10-11,565,В,нб
13221,2018-10-12,565,В,нб
13221,2018-10-13,566,В,нб
13221,2018-10-14,566,В,нб
13221,2018-10-15,567,В,нб
13221,2018-10-16,567,В,нб
13221,2018-10-17,568,В,нб
13221,2018-10-18,568,В,нб
13221,2018-10-19,569,В,нб
13221,2018-10-20,569,В,нб
13221,2018-10-21,569,В,нб
13221,2018-10-22,570,В,нб
13221,2018-10-23,570,В,нб
13221,2018-10-24,571,В,нб
13221,2018-10-25,571,В,нб
13221,2018-10-26,571,В,нб
13221,2018-10-27,572,В,нб
13221,2018-10-28,573,В,нб
13221,2018-10-29,574,^В,нб
13221,2018-10-30,574,^В,нб
13221,2018-10-31,574,^В,нб
13221,2018-11-01,574,)В,нб
13221,2018-11-02,575,)В,нб
13221,2018-11-03,575,)В,нб
13221,2018-11-04,575,)В,нб
13221,2018-11-05,576,^)В,нб
13221,2018-11-06,576,^)В,нб
13221,2018-11-07,576,^)В,нб
13221,2018-11-08,575,)В,нб
13221,2018-11-09,575,)В,нб
13221,2018-11-10,574,ZВ,нб
13221,2018-11-11,574,IВ,нб
13221,2018-11-12,574,IВ,нб
13221,2018-11-13,573,IВ,нб
13221,2018-11-14,573,IВ,нб
13221,2018-11-15,573,IВ,нб
13221,2018-11-16,572,IВ,нб
13221,2018-11-17,572,IВ,нб
13221,2018-11-18,571,IВ,нб
13221,2018-11-19,571,IВ,нб
13221,2018-11-20,571,IВ,нб
13221,2018-11-21,571,IВ,нб
13221,2018-11-22,570,_IВ,нб
13221,2018-11-23,570,_IВ,нб
13221,2018-11-24,571,_IВ,нб
13221,2018-11-25,571,IВ,нб
13221,2018-11-26,571,IВ,нб
13221,2018-11-27,571,IВ,нб
13221,2018-11-28,572,IВ,нб
13221,2018-11-29,572,IВ,нб
13221,2018-11-30,572,IВ,нб
13221,2018-12-01,572,_IВ,нб
13221,2018-12-02,573,_IВ,нб
13221,2018-12-03,573,IВ,нб
13221,2018-12-04,573,IВ,нб
13221,2018-12-05,574,IВ,нб
13221,2018-12-06,574,IВ,нб
13221,2018-12-07,575,IВ,нб
